time_ms,x,y,z,speed_kmh,speed_ms,vx,vy,vz,yaw,pitch,roll,qx,qy,qz,qw,gear,rpm_raw,steer,gas,brake,side_speed,is_turbo,is_ground_contact,turbo_time,fl_dampen,fr_dampen,rr_dampen,rl_dampen,wetness
2630,1580.07,10.007,838.409,181.229,50.3415,-7.23442,-0.320584,49.8179,-0.144064,0.00117407,-0.00441269,-0.0007443,-0.0719685,0.00215837,0.997404,,,0,1,0,,,,,,,,,0
2640,1580,10.0048,838.907,183.185,50.8847,-7.30821,-0.15945,50.3569,-0.143998,-0.000348418,-0.0030604,6.36799e-05,-0.0719369,0.00153877,0.997408,,,0,1,0,,,,,,,,,0
2650,1579.92,10.0056,839.412,185.145,51.429,-7.38239,-0.0714313,50.8964,-0.143938,-0.00128396,-0.00204789,0.000566687,-0.0719073,0.00106746,0.997411,,,0,1,0,,,,,,,,,0
2660,1579.85,10.0058,839.922,187.502,52.0838,-7.47273,-0.0238615,51.5449,-0.143882,-0.00181992,-0.00124416,0.00086289,-0.0718797,0.000685879,0.997413,,,0,1,0,,,,,,,,,0
2670,1579.78,10.0058,840.439,189.859,52.7387,-7.56339,0.00451683,52.1935,-0.143832,-0.00203116,-0.000592377,0.000991673,-0.0718541,0.000368395,0.997415,,,0,1,0,,,,,,,,,0
2680,1579.7,10.0058,840.963,192.217,53.3936,-7.65428,0.0248316,52.8421,-0.143784,-0.00196572,-3.12332e-05,0.000979198,-0.0718302,8.61752e-05,0.997416,,,0,1,0,,,,,,,,,0
2690,1579.62,10.006,841.493,194.575,54.0485,-7.74534,0.0457124,53.4907,-0.14374,-0.00165495,0.000470936,0.000842245,-0.071808,-0.00017544,0.997418,,,0,1,0,,,,,,,,,0
2700,1579.54,10.0064,842.03,196.932,54.7034,-7.83653,0.0683767,54.1391,-0.143699,-0.00110625,0.000909318,0.000584338,-0.0717873,-0.000413778,0.99742,,,0,1,0,,,,,,,,,0
2710,1579.47,10.0069,842.573,199.289,55.358,-7.92782,0.0940542,54.7873,-0.14366,-0.000326932,0.00128311,0.000209088,-0.0717679,-0.000628167,0.997421,,,0,1,0,,,,,,,,,0
2720,1579.39,10.0076,843.123,201.645,56.0124,-8.01917,0.121999,55.4353,-0.143622,0.000673754,0.00159995,-0.000278611,-0.0717497,-0.000822085,0.997422,,,0,1,0,,,,,,,,,0
2730,1579.3,10.0086,843.679,203.143,56.4286,-8.07651,0.150032,55.8474,-0.143587,0.00189029,0.00186766,-0.000875724,-0.0717326,-0.000999219,0.997423,,,0,1,0,,,,,,,,,0
2740,1579.22,10.0098,844.239,204.64,56.8444,-8.13389,0.171074,56.2592,-0.143553,0.00324036,0.00207983,-0.00154143,-0.0717164,-0.00115342,0.997423,,,0,1,0,,,,,,,,,0
2750,1579.14,10.0111,844.803,206.135,57.2597,-8.19131,0.184798,56.6705,-0.143521,0.00467045,0.00222611,-0.00224941,-0.0717012,-0.00127761,0.997423,,,0,1,0,,,,,,,,,0
2760,1579.06,10.0125,845.371,207.629,57.6747,-8.24876,0.19415,57.0814,-0.14349,0.00614983,0.00233219,-0.00298341,-0.0716868,-0.00138349,0.997422,,,0,1,0,,,,,,,,,0
2770,1578.98,10.0141,845.944,209.121,58.0891,-8.30623,0.199509,57.4919,-0.143461,0.00765881,0.00240384,-0.00373341,-0.0716732,-0.00147324,0.99742,,,0,1,0,,,,,,,,,0
2780,1578.89,10.0156,846.52,210.612,58.5032,-8.36372,0.201145,57.9019,-0.143434,0.00917673,0.00244606,-0.00448892,-0.0716603,-0.0015486,0.997418,,,0,1,0,,,,,,,,,0
2790,1578.81,10.0172,847.101,212.101,58.9168,-8.42123,0.199292,58.3115,-0.143408,0.0106827,0.00246319,-0.00523934,-0.0716481,-0.00161101,0.997415,,,0,1,0,,,,,,,,,0
2800,1578.73,10.0188,847.686,213.588,59.33,-8.47876,0.19419,58.7207,-0.143384,0.012156,0.00245921,-0.00597428,-0.0716365,-0.0016617,0.997412,,,0,1,0,,,,,,,,,0
2810,1578.64,10.0203,848.275,215.074,59.7428,-8.53631,0.186074,59.1295,-0.143361,0.0135771,0.0024376,-0.00668376,-0.0716256,-0.00170172,0.997408,,,0,1,0,,,,,,,,,0
2820,1578.55,10.0218,848.868,216.559,60.1553,-8.59388,0.175212,59.538,-0.143339,0.0149273,0.00240123,-0.00735846,-0.0716152,-0.00173182,0.997404,,,0,1,0,,,,,,,,,0
2830,1578.47,10.0232,849.465,218.042,60.5672,-8.65146,0.167896,59.9459,-0.14332,0.016173,0.00235294,-0.00798141,-0.0716055,-0.00175223,0.9974,,,0,1,0,,,,,,,,,0
2840,1578.38,10.0245,850.066,219.524,60.9789,-8.70908,0.153053,60.3536,-0.143301,0.0173116,0.00229852,-0.00855121,-0.0715964,-0.00176575,0.997395,,,0,1,0,,,,,,,,,0
2850,1578.29,10.0257,850.672,221.005,61.3904,-8.76673,0.136107,60.761,-0.143284,0.0183359,0.00224006,-0.00906415,-0.0715878,-0.00177316,0.997392,,,0,1,0,,,,,,,,,0
2860,1578.21,10.0267,851.281,222.486,61.8015,-8.82441,0.117675,61.1682,-0.143268,0.0192355,0.00217858,-0.00951497,-0.0715797,-0.0017746,0.997388,,,0,1,0,,,,,,,,,0
2870,1578.12,10.0276,851.894,223.965,62.2125,-8.88211,0.0981621,61.5751,-0.143253,0.0200011,0.00211367,-0.00989914,-0.0715722,-0.00176954,0.997385,,,0,1,0,,,,,,,,,0
2880,1578.03,10.0283,852.512,225.444,62.6233,-8.93986,0.0778699,61.9819,-0.143239,0.0206261,0.00204494,-0.0102133,-0.0715651,-0.00175755,0.997382,,,0,1,0,,,,,,,,,0
2890,1577.94,10.0289,853.133,226.922,63.0339,-8.99764,0.0571157,62.3884,-0.143227,0.021106,0.00197187,-0.0104552,-0.0715585,-0.00173821,0.99738,,,0,1,0,,,,,,,,,0
2900,1577.85,10.0293,853.759,228.4,63.4445,-9.05546,0.0362097,62.7949,-0.143215,0.0214387,0.00189408,-0.0106239,-0.0715523,-0.00171126,0.997379,,,0,1,0,,,,,,,,,0
2910,1577.76,10.0296,854.388,229.878,63.8549,-9.11333,0.0154663,63.2012,-0.143204,0.0216247,0.00181137,-0.0107197,-0.0715466,-0.00167661,0.997378,,,0,1,0,,,,,,,,,0
2920,1577.67,10.0296,855.021,231.355,64.2653,-9.17124,-0.00482132,63.6075,-0.143195,0.0216665,0.00172378,-0.0107436,-0.0715413,-0.00163438,0.997378,,,0,1,0,,,,,,,,,0
2930,1577.58,10.0296,855.659,232.833,64.6757,-9.22919,-0.0243676,64.0138,-0.143186,0.0215687,0.00163141,-0.0106982,-0.0715363,-0.00158479,0.997379,,,0,1,0,,,,,,,,,0
2940,1577.48,10.0293,856.3,234.31,65.0861,-9.2872,-0.0429091,64.4201,-0.143178,0.0213382,0.00153483,-0.0105867,-0.0715318,-0.00152835,0.997381,,,0,1,0,,,,,,,,,0
2950,1577.39,10.0289,856.945,235.704,65.4733,-9.34193,-0.0606761,64.8033,-0.14317,0.0209833,0.00143466,-0.0104133,-0.0715275,-0.00146569,0.997383,,,0,1,0,,,,,,,,,0
2960,1577.3,10.0284,857.594,236.93,65.8138,-9.39006,-0.0782952,65.1405,-0.143163,0.0205038,0.00133144,-0.0101778,-0.0715236,-0.00139705,0.997386,,,0,1,0,,,,,,,,,0
2970,1577.2,10.0277,858.247,238.156,66.1545,-9.43824,-0.0945658,65.4777,-0.143157,0.0198922,0.00122362,-0.00987673,-0.0715199,-0.0013214,0.997389,,,0,1,0,,,,,,,,,0
2980,1577.11,10.0269,858.902,239.383,66.4954,-9.48647,-0.109127,65.8151,-0.143151,0.0191641,0.0011101,-0.0095177,-0.0715165,-0.00123875,0.997393,,,0,1,0,,,,,,,,,0
